date,location,demand,net_generation,interchange
2020-09-27,Pacific,774069,526218,-229359
2020-09-28,Pacific,890689,646547,-234001
2020-09-29,Pacific,905090,657774,-234900
2020-09-30,Pacific,940366,680428,-247002
2020-10-01,Pacific,949613,690227,-241377
2020-10-02,Pacific,920369,657082,-246864
2020-10-03,Pacific,833432,588778,-230513
2020-10-04,Pacific,787183,539548,-234640
2020-10-05,Pacific,831652,613416,-206923
2020-10-06,Pacific,811001,598707,-198066
2020-10-07,Pacific,785322,583700,-181450
2020-10-08,Pacific,745273,510372,-203929
2020-10-09,Pacific,728581,531498,-169169
2020-10-10,Pacific,687274,483647,-176407
2020-10-11,Pacific,665448,469055,-168174
2020-10-12,Pacific,777135,561225,-194481
2020-10-13,Pacific,829596,591732,-215675
2020-10-14,Pacific,840172,592588,-228276
2020-10-15,Pacific,848990,612262,-217069
2020-10-16,Pacific,856795,598291,-237700
2020-10-17,Pacific,772779,570551,-181729
2020-10-18,Pacific,725560,543317,-160520
2020-10-19,Pacific,771276,578706,-177457
2020-10-20,Pacific,758341,576841,-166337
2020-10-21,Pacific,755610,555093,-183530
2020-10-22,Pacific,724172,551320,-152915
2020-10-23,Pacific,706580,530025,-155614
2020-10-24,Pacific,654581,450180,-179352
2020-10-25,Pacific,623304,446941,-162193
2020-10-26,Pacific,647755,514214,-129198
2020-10-27,Pacific,659165,503121,-153380
2020-10-28,Pacific,668759,503771,-152583
2020-10-29,Pacific,684242,501678,-164204
2020-10-30,Pacific,682094,476949,-181690
2020-10-31,Pacific,634164,442752,-167898
2020-11-01,Pacific,647101,463921,-153315
2020-11-02,Pacific,686412,502802,-162393
2020-11-03,Pacific,693608,506062,-167558
2020-11-04,Pacific,705962,510450,-171460
2020-11-05,Pacific,719754,535182,-159439
2020-11-06,Pacific,690260,515167,-152098
2020-11-07,Pacific,618150,430900,-165322
2020-11-08,Pacific,609228,427304,-158598
2020-11-09,Pacific,680829,485636,-174581
2020-11-10,Pacific,695307,488174,-184122
2020-11-11,Pacific,682836,487530,-172085
2020-11-12,Pacific,685206,481181,-182408
2020-11-13,Pacific,693743,456953,-212310
2020-11-14,Pacific,630128,409924,-198710
2020-11-15,Pacific,611666,419372,-169595
2020-11-16,Pacific,674764,474153,-177812
2020-11-17,Pacific,686441,473452,-190635
2020-11-18,Pacific,678572,478997,-179423
2020-11-19,Pacific,684542,470199,-195126
2020-11-20,Pacific,687658,476243,-190974
2020-11-21,Pacific,642998,431233,-187218
2020-11-22,Pacific,625983,425952,-176740
2020-11-23,Pacific,687619,483175,-181959
2020-11-24,Pacific,693150,469616,-203813
2020-11-25,Pacific,688831,464359,-203657
2020-11-26,Pacific,631678,421205,-185078
2020-11-27,Pacific,636591,423025,-191137
2020-11-28,Pacific,641002,428333,-186822
2020-11-29,Pacific,635632,434736,-176976
2020-11-30,Pacific,704380,477776,-202225
2020-12-01,Pacific,713667,507356,-186794
2020-12-02,Pacific,710930,513466,-180466
2020-12-03,Pacific,706412,500220,-183498
2020-12-04,Pacific,712680,508567,-180333
2020-12-05,Pacific,672458,460985,-190916
2020-12-06,Pacific,649681,442011,-185239
2020-12-07,Pacific,719082,507464,-187354
2020-12-08,Pacific,710801,484512,-203801
2020-12-09,Pacific,710429,466820,-223414
2020-12-10,Pacific,710700,492266,-199811
2020-12-11,Pacific,726307,493680,-211341
2020-12-12,Pacific,686201,458638,-213758
2020-12-13,Pacific,664552,453709,-193137
2020-12-14,Pacific,708251,508123,-185921
2020-12-15,Pacific,722366,495419,-211539
2020-12-16,Pacific,722706,509539,-199564
2020-12-17,Pacific,717435,472308,-223624
2020-12-18,Pacific,713342,462265,-231486
2020-12-19,Pacific,673590,427132,-223778
2020-12-20,Pacific,661326,412080,-228098
2020-12-21,Pacific,710091,449904,-237798
2020-12-22,Pacific,709005,455345,-232789
2020-12-23,Pacific,715897,477715,-217068
2020-12-24,Pacific,693725,436729,-235038
2020-12-25,Pacific,630412,397496,-212465
2020-12-26,Pacific,625205,397327,-205297
2020-12-27,Pacific,638111,388094,-227314
2020-12-28,Pacific,702472,469585,-212679
2020-12-29,Pacific,690295,479275,-191751
2020-12-30,Pacific,693703,467616,-205802
2020-12-31,Pacific,667928,429117,-214618
2021-01-01,Pacific,619774,392616,-206168
2021-01-02,Pacific,639161,378129,-241343
2021-01-03,Pacific,625044,384624,-220427
2021-01-04,Pacific,686297,429727,-237731
2021-01-05,Pacific,690521,437933,-234138
2021-01-06,Pacific,704692,432337,-250013
2021-01-07,Pacific,705049,436564,-246316
2021-01-08,Pacific,694327,445594,-225114
2021-01-09,Pacific,645489,394865,-226609
2021-01-10,Pacific,628249,376089,-226900
2021-01-11,Pacific,683985,435237,-229882
2021-01-12,Pacific,695798,418141,-259428
2021-01-13,Pacific,677746,414452,-242698
2021-01-14,Pacific,677420,419764,-233905
2021-01-15,Pacific,674925,418766,-229071
2021-01-16,Pacific,622312,378037,-219978
2021-01-17,Pacific,603672,362355,-217794
2021-01-18,Pacific,642849,398483,-223466
2021-01-19,Pacific,664040,411623,-226205
2021-01-20,Pacific,671755,403722,-247040
2021-01-21,Pacific,674141,429377,-223566
2021-01-22,Pacific,689881,431518,-233393
2021-01-23,Pacific,659732,387404,-248404
2021-01-24,Pacific,648930,419406,-205423
2021-01-25,Pacific,704393,484432,-210940
2021-01-26,Pacific,722590,505684,-206308
2021-01-27,Pacific,713637,472330,-232597
2021-01-28,Pacific,703803,467696,-226474
2021-01-29,Pacific,694811,446960,-231876
2021-01-30,Pacific,626025,383291,-221461
2021-01-31,Pacific,603570,363886,-216767
2021-02-01,Pacific,658468,401892,-232082
2021-02-02,Pacific,652856,403806,-227040
2021-02-03,Pacific,664766,439375,-206789
2021-02-04,Pacific,671435,431503,-222215
2021-02-05,Pacific,662070,417058,-221985
2021-02-06,Pacific,613587,373070,-218258
2021-02-07,Pacific,593393,367150,-205979
2021-02-08,Pacific,662022,449229,-194523
2021-02-09,Pacific,682845,514376,-156452
2021-02-10,Pacific,664049,507489,-135416
2021-02-11,Pacific,682188,495568,-169513
2021-02-12,Pacific,652581,494813,-134527
2021-02-13,Pacific,616410,506110,-90808
2021-02-14,Pacific,605891,489851,-96170
2021-02-15,Pacific,664870,522983,-121017
2021-02-16,Pacific,671974,527563,-123263
2021-02-17,Pacific,676503,533714,-124293
2021-02-18,Pacific,677187,529174,-127607
2021-02-19,Pacific,673609,490003,-161516
2021-02-20,Pacific,618772,445868,-157089
2021-02-21,Pacific,596649,412003,-164712
2021-02-22,Pacific,653620,470074,-163238
2021-02-23,Pacific,649735,457766,-167279
2021-02-24,Pacific,646594,482178,-142180
2021-02-25,Pacific,652703,461770,-170307
2021-02-26,Pacific,654679,468869,-165068
2021-02-27,Pacific,602484,457302,-128731
2021-02-28,Pacific,578423,425169,-138164
2021-03-01,Pacific,641680,479629,-147404
2021-03-02,Pacific,655971,466988,-173404
2021-03-03,Pacific,691209,481860,-193863
2021-03-04,Pacific,663091,474556,-177215
2021-03-05,Pacific,657523,467015,-175716
2021-03-06,Pacific,611430,440792,-158634
2021-03-07,Pacific,599903,419137,-167282
2021-03-08,Pacific,672470,500162,-165526
2021-03-09,Pacific,688500,515655,-159117
2021-03-10,Pacific,701966,511797,-176013
2021-03-11,Pacific,679067,496092,-162705
2021-03-12,Pacific,667673,484437,-161859
2021-03-13,Pacific,616074,468845,-126644
2021-03-14,Pacific,589602,417862,-139840
2021-03-15,Pacific,693979,479515,-198447
2021-03-16,Pacific,683530,508219,-153323
2021-03-17,Pacific,688174,493409,-174746
2021-03-18,Pacific,677522,476004,-177432
2021-03-19,Pacific,659311,450130,-190930
2021-03-20,Pacific,605906,442218,-150989
2021-03-21,Pacific,577831,426449,-131374
2021-03-22,Pacific,640553,436077,-183823
2021-03-23,Pacific,648544,465495,-157096
2021-03-24,Pacific,639818,429525,-191793
2021-03-25,Pacific,658040,448437,-191829
2021-03-26,Pacific,641108,432086,-187028
2021-03-27,Pacific,600476,394340,-185394
2021-03-28,Pacific,588976,390100,-174946
2021-03-29,Pacific,654487,453513,-181944
2021-03-30,Pacific,654838,480182,-160310
2021-03-31,Pacific,670406,479400,-167714
2021-04-01,Pacific,682202,457964,-203961
2021-04-02,Pacific,653864,456337,-176621
2021-04-03,Pacific,604984,453308,-126687
2021-04-04,Pacific,572033,409258,-143254
2021-04-05,Pacific,644933,456693,-169140
2021-04-06,Pacific,650869,468793,-157329
2021-04-07,Pacific,664100,471556,-168039
2021-04-08,Pacific,665683,487173,-151423
2021-04-09,Pacific,657528,492557,-144641
2021-04-10,Pacific,615496,471757,-120122
2021-04-11,Pacific,583468,474872,-85009
2021-04-12,Pacific,647733,525538,-101549
2021-04-13,Pacific,672842,533034,-126430
2021-04-14,Pacific,652728,517503,-120834
2021-04-15,Pacific,648619,533560,-94775
2021-04-16,Pacific,649036,527406,-103287
2021-04-17,Pacific,606949,498466,-94064
2021-04-18,Pacific,599897,478755,-102751
2021-04-19,Pacific,684210,526870,-140371
2021-04-20,Pacific,666589,521135,-126952
2021-04-21,Pacific,671165,538319,-118354
2021-04-22,Pacific,682288,517855,-144740
2021-04-23,Pacific,669034,534612,-117251
2021-04-24,Pacific,617552,500987,-100669
2021-04-25,Pacific,596764,463937,-119463
2021-04-26,Pacific,647369,490513,-140272
2021-04-27,Pacific,644566,509532,-120238
2021-04-28,Pacific,675277,519455,-142470
2021-04-29,Pacific,715859,541361,-158842
2021-04-30,Pacific,741043,538020,-183403
2021-05-01,Pacific,646484,496375,-137400
2021-05-02,Pacific,602368,470155,-121520
2021-05-03,Pacific,686520,504443,-172879
2021-05-04,Pacific,730557,545543,-172387
2021-05-05,Pacific,750599,571218,-166513
2021-05-06,Pacific,713928,534556,-168384
2021-05-07,Pacific,695164,519288,-167295
2021-05-08,Pacific,648944,460830,-176882
2021-05-09,Pacific,625824,473613,-137332
2021-05-10,Pacific,707129,534976,-158376
2021-05-11,Pacific,724271,586321,-127499
2021-05-12,Pacific,740566,601788,-127319
2021-05-13,Pacific,730600,610471,-118131
2021-05-14,Pacific,707342,600904,-101157
2021-05-15,Pacific,634110,537036,-89546
2021-05-16,Pacific,604399,512010,-81972
2021-05-17,Pacific,694154,565505,-113820
2021-05-18,Pacific,710284,561584,-130418
2021-05-19,Pacific,694618,588858,-99209
2021-05-20,Pacific,674705,559325,-107955
2021-05-21,Pacific,661401,543969,-114343
2021-05-22,Pacific,610697,491041,-109752
2021-05-23,Pacific,595657,449906,-131147
2021-05-24,Pacific,709721,513314,-187611
2021-05-25,Pacific,746827,567506,-165773
2021-05-26,Pacific,742788,572241,-162809
2021-05-27,Pacific,732853,564849,-150949
2021-05-28,Pacific,743102,550148,-183085
2021-05-29,Pacific,670630,544851,-115434
2021-05-30,Pacific,657781,517104,-129780
2021-05-31,Pacific,739748,568471,-159520
2021-06-01,Pacific,814612,686107,-118697
2021-06-02,Pacific,812933,707691,1966
2021-06-03,Pacific,824622,660746,-158311
2021-06-04,Pacific,818758,627753,-184235
2021-06-05,Pacific,747837,561177,-177507
2021-06-06,Pacific,695608,528710,-155669
2021-06-07,Pacific,723661,538411,-173097
2021-06-08,Pacific,705103,532545,-163011
2021-06-09,Pacific,699599,519018,-166223
2021-06-10,Pacific,693880,502508,-176384
2021-06-11,Pacific,717467,533373,-168975
2021-06-12,Pacific,735652,563735,-156919
2021-06-13,Pacific,738422,609943,-114345
2021-06-14,Pacific,847974,704228,-132076
2021-06-15,Pacific,899977,723850,-162409
2021-06-16,Pacific,929600,779700,-138049
2021-06-17,Pacific,967982,821435,-135954
2021-06-18,Pacific,971348,795215,-160058
2021-06-19,Pacific,884381,692014,-176624
2021-06-20,Pacific,812879,663109,-133492
2021-06-21,Pacific,835860,713309,-113720
2021-06-22,Pacific,830131,640806,-173489
2021-06-23,Pacific,837451,595906,-224156
2021-06-24,Pacific,814861,606285,-193480
2021-06-25,Pacific,820945,640039,-161225
2021-06-26,Pacific,826893,649623,-160304
2021-06-27,Pacific,835207,683682,-132038
2021-06-28,Pacific,897328,788235,-95339
2021-06-29,Pacific,892434,740037,-141763
2021-06-30,Pacific,899777,666593,-212432
2021-07-01,Pacific,901605,677170,-209358
2021-07-02,Pacific,894375,669061,-204827
2021-07-03,Pacific,836316,617908,-197153
2021-07-04,Pacific,768947,578574,-171401
2021-07-05,Pacific,804387,628568,-152803
2021-07-06,Pacific,859214,718958,-124201
2021-07-07,Pacific,893236,710006,-167942
2021-07-08,Pacific,949074,788057,-148667
2021-07-09,Pacific,1005629,898770,-99003
2021-07-10,Pacific,958536,884359,-69317
2021-07-11,Pacific,892797,830538,-49830
2021-07-12,Pacific,914528,853401,-49324
2021-07-13,Pacific,921063,815086,-97449
2021-07-14,Pacific,921270,761229,-150113
2021-07-15,Pacific,908538,705697,-187934
2021-07-16,Pacific,889457,683524,-192982
2021-07-17,Pacific,869896,668024,-189987
2021-07-18,Pacific,881295,691248,-174106
2021-07-19,Pacific,982973,800285,-167547
2021-07-20,Pacific,969085,778250,-175696
2021-07-21,Pacific,976579,786193,-177743
2021-07-22,Pacific,960774,767684,-185543
2021-07-23,Pacific,948742,729803,-207620
2021-07-24,Pacific,866162,678026,-166522
2021-07-25,Pacific,827622,667970,-138784
2021-07-26,Pacific,861154,709879,-135719
2021-07-27,Pacific,918311,770283,-132389
2021-07-28,Pacific,951886,841973,-99749
2021-07-29,Pacific,971540,875758,-85177
2021-07-30,Pacific,957411,848575,-92902
2021-07-31,Pacific,885041,739285,-133034
2021-08-01,Pacific,840023,699007,-129034
2021-08-02,Pacific,921824,792647,-118469
2021-08-03,Pacific,947725,819213,-117553
2021-08-04,Pacific,949602,837744,-98688
2021-08-05,Pacific,923375,775742,-134541
2021-08-06,Pacific,904385,686526,-206050
2021-08-07,Pacific,834826,610998,-210465
2021-08-08,Pacific,814271,626813,-174057
2021-08-09,Pacific,905157,736421,-155732
2021-08-10,Pacific,952994,772621,-174250
2021-08-11,Pacific,976574,792541,-174409
2021-08-12,Pacific,982641,818028,-154713
2021-08-13,Pacific,937167,795773,-127397
2021-08-14,Pacific,901904,714237,-169675
2021-08-15,Pacific,889516,726203,-148394
2021-08-16,Pacific,988752,780711,-200863
2021-08-17,Pacific,946155,711017,-230482
2021-08-18,Pacific,855498,659850,-189622
2021-08-19,Pacific,847434,619142,-212861
2021-08-20,Pacific,829307,592185,-218651
2021-08-21,Pacific,742138,543150,-180331
2021-08-22,Pacific,721564,518544,-187497
2021-08-23,Pacific,798989,597195,-190732
2021-08-24,Pacific,817394,631122,-176928
2021-08-25,Pacific,859878,670873,-176108
2021-08-26,Pacific,910681,706015,-192449
2021-08-27,Pacific,938445,710827,-218092
2021-08-28,Pacific,898302,674528,-215198
2021-08-29,Pacific,874663,678959,-179727
2021-08-30,Pacific,928250,722773,-192055
2021-08-31,Pacific,865373,636922,-216953
2021-09-01,Pacific,809365,602011,-192032
2021-09-02,Pacific,809656,602920,-192026
2021-09-03,Pacific,817264,609760,-189113
2021-09-04,Pacific,806032,593243,-190821
2021-09-05,Pacific,824353,623913,-181473
2021-09-06,Pacific,880635,688904,-174324
2021-09-07,Pacific,960916,789977,-158182
2021-09-08,Pacific,983428,802426,-168760
2021-09-09,Pacific,1000048,825576,-163684
2021-09-10,Pacific,959707,748930,-201833
2021-09-11,Pacific,888781,672813,-205085
2021-09-12,Pacific,844668,659920,-168587
2021-09-13,Pacific,895106,701570,-182771
2021-09-14,Pacific,864479,665681,-184046
2021-09-15,Pacific,826172,610524,-201699
2021-09-16,Pacific,785138,599674,-176049
2021-09-17,Pacific,771232,570722,-183504
2021-09-18,Pacific,711394,513024,-179009
2021-09-19,Pacific,685588,515970,-159107
2021-09-20,Pacific,791634,574672,-207921
2021-09-21,Pacific,896417,672560,-214819
2021-09-22,Pacific,926157,704216,-208577
2021-09-23,Pacific,867921,646754,-206392
2021-09-24,Pacific,829318,610044,-198040
2021-09-25,Pacific,745480,527083,-200612
2021-09-26,Pacific,685138,487924,-177992
2021-09-27,Pacific,743556,566608,-163398
2021-09-28,Pacific,733757,534422,-187713
2021-09-29,Pacific,727284,528595,-183026
2021-09-30,Pacific,760793,559596,-190298
2021-10-01,Pacific,778528,581829,-182130
2021-10-02,Pacific,745968,560891,-166992
2021-10-03,Pacific,733744,554609,-162883
2021-10-04,Pacific,797522,609488,-174268
2021-10-05,Pacific,779994,592967,-176605
2021-10-06,Pacific,750570,572032,-164200
2021-10-07,Pacific,732257,567709,-147660
2021-10-08,Pacific,701982,552084,-135196
2021-10-09,Pacific,637680,487801,-141349
2021-10-10,Pacific,625388,472101,-144997
2021-10-11,Pacific,672424,536012,-127947
2021-10-12,Pacific,671794,548222,-117572
2021-10-13,Pacific,687476,548651,-131056
2021-10-14,Pacific,691050,554548,-127505
2021-10-15,Pacific,709560,561051,-142667
2021-10-16,Pacific,664041,526268,-131126
2021-10-17,Pacific,624226,491589,-120725
2021-10-18,Pacific,687569,539136,-143474
2021-10-19,Pacific,683341,532914,-144730
2021-10-20,Pacific,700558,545464,-145103
2021-10-21,Pacific,708200,556849,-141141
2021-10-22,Pacific,693206,545474,-139647
2021-10-23,Pacific,644391,506428,-127830
2021-10-24,Pacific,634633,487385,-138920
2021-10-25,Pacific,687187,533638,-149361
2021-10-26,Pacific,682901,515161,-161106
2021-10-27,Pacific,698691,524193,-164172
2021-10-28,Pacific,723206,552507,-155957
2021-10-29,Pacific,717705,544456,-152992
2021-10-30,Pacific,651362,491920,-138825
2021-10-31,Pacific,624261,485557,-121888
2021-11-01,Pacific,695421,554134,-127262
2021-11-02,Pacific,692311,544452,-129119
2021-11-03,Pacific,689608,513772,-157195
2021-11-04,Pacific,700606,523416,-159725
2021-11-05,Pacific,689165,511805,-156109
2021-11-06,Pacific,642959,480525,-145236
2021-11-07,Pacific,642785,480185,-144781
2021-11-08,Pacific,672601,511262,-146312
2021-11-09,Pacific,702036,533553,-151689
2021-11-10,Pacific,697199,532018,-145115
2021-11-11,Pacific,709913,532573,-156395
2021-11-12,Pacific,736790,535957,-180900
2021-11-13,Pacific,674780,460184,-189045
2021-11-14,Pacific,649963,423371,-201969
2021-11-15,Pacific,709084,486258,-203049
2021-11-16,Pacific,696199,481619,-197039
2021-11-17,Pacific,692167,522715,-156314
2021-11-18,Pacific,696700,519052,-161530
2021-11-19,Pacific,692162,495482,-183330
2021-11-20,Pacific,645179,455299,-172191
2021-11-21,Pacific,630383,462694,-152135
2021-11-22,Pacific,694551,498138,-180349
2021-11-23,Pacific,698751,489561,-189934
2021-11-24,Pacific,688168,485106,-190161
2021-11-25,Pacific,615143,413417,-184148
2021-11-26,Pacific,621539,405015,-200458
2021-11-27,Pacific,619268,394165,-207039
2021-11-28,Pacific,617265,381505,-216095
2021-11-29,Pacific,695200,437258,-232304
2021-11-30,Pacific,705953,444889,-241711
2021-12-01,Pacific,707564,446696,-239064
2021-12-02,Pacific,706801,439027,-249074
2021-12-03,Pacific,701489,466187,-216758
2021-12-04,Pacific,668865,419966,-227903
2021-12-05,Pacific,657650,414044,-227613
2021-12-06,Pacific,724777,526046,-182173
2021-12-07,Pacific,727081,503494,-203510
2021-12-08,Pacific,732264,470503,-243161
2021-12-09,Pacific,740004,481934,-240990
2021-12-10,Pacific,727544,484288,-226232
2021-12-11,Pacific,684616,436875,-228954
2021-12-12,Pacific,686194,441681,-228386
2021-12-13,Pacific,772348,522048,-234943
2021-12-14,Pacific,783742,509065,-267839
2021-12-15,Pacific,778642,526712,-236977
2021-12-16,Pacific,775906,516468,-241846
2021-12-17,Pacific,758794,507880,-237810
2021-12-18,Pacific,729131,473583,-240965
2021-12-19,Pacific,718541,463225,-241946
2021-12-20,Pacific,767627,501139,-251396
2021-12-21,Pacific,754459,495973,-239462
2021-12-22,Pacific,748691,481485,-249919
2021-12-23,Pacific,735001,441303,-277749
2021-12-24,Pacific,671189,419480,-234698
2021-12-25,Pacific,659387,440192,-202273
2021-12-26,Pacific,664322,450760,-200394
2021-12-27,Pacific,729408,532775,-180322
2021-12-28,Pacific,739902,549107,-176921
2021-12-29,Pacific,750360,534994,-202639
2021-12-30,Pacific,723575,486096,-225112
2021-12-31,Pacific,680706,463521,-200566
2022-01-01,Pacific,651866,458323,-177857
2022-01-02,Pacific,669035,456177,-193701
2022-01-03,Pacific,731490,508624,-206703
2022-01-04,Pacific,720270,514746,-187204
2022-01-05,Pacific,712851,520477,-173211
2022-01-06,Pacific,711428,472976,-215435
2022-01-07,Pacific,721063,460240,-248385
2022-01-08,Pacific,660814,426318,-215075
2022-01-09,Pacific,645490,440925,-188056
2022-01-10,Pacific,708268,498502,-191899
2022-01-11,Pacific,704058,477966,-207808
2022-01-12,Pacific,709765,459875,-229316
2022-01-13,Pacific,715734,445449,-247667
2022-01-14,Pacific,694779,436726,-240920
2022-01-15,Pacific,665358,403637,-241092
2022-01-16,Pacific,626504,381247,-221839
2022-01-17,Pacific,686614,413982,-252005
2022-01-18,Pacific,691355,446905,-223425
2022-01-19,Pacific,692414,460728,-215376
2022-01-20,Pacific,692431,444912,-228398
2022-01-21,Pacific,688999,453775,-218893
2022-01-22,Pacific,631919,425627,-187890
2022-01-23,Pacific,618993,427700,-173178
2022-01-24,Pacific,685701,475691,-192946
2022-01-25,Pacific,693835,492944,-187999
2022-01-26,Pacific,699815,487475,-196356
2022-01-27,Pacific,701635,489585,-197942
2022-01-28,Pacific,703313,497438,-190390
2022-01-29,Pacific,665155,416744,-228631
2022-01-30,Pacific,629771,426930,-181341
2022-01-31,Pacific,718354,439916,-256157
2022-02-01,Pacific,703239,486501,-200302
2022-02-02,Pacific,697001,521422,-164465
2022-02-03,Pacific,704038,506844,-188239
2022-02-04,Pacific,691286,489259,-189911
2022-02-05,Pacific,642428,415445,-211119
2022-02-06,Pacific,612678,421174,-176455
2022-02-07,Pacific,679014,452765,-208823
2022-02-08,Pacific,683206,451711,-215863
2022-02-09,Pacific,693117,454506,-224769
2022-02-10,Pacific,692618,452724,-225305
2022-02-11,Pacific,680486,440583,-227636
2022-02-12,Pacific,628812,418786,-195757
2022-02-13,Pacific,603856,401890,-182295
2022-02-14,Pacific,662651,437710,-207916
2022-02-15,Pacific,681085,447342,-221626
2022-02-16,Pacific,676602,461830,-197614
2022-02-17,Pacific,674430,445424,-213234
2022-02-18,Pacific,671610,440691,-216444
2022-02-19,Pacific,616433,395800,-204815
2022-02-20,Pacific,592074,366320,-210838
2022-02-21,Pacific,655483,454053,-191544
2022-02-22,Pacific,706356,513164,-183540
2022-02-23,Pacific,721457,587460,-120569
2022-02-24,Pacific,722013,574005,-133684
2022-02-25,Pacific,703498,521035,-171820
2022-02-26,Pacific,644532,441177,-188699
2022-02-27,Pacific,597654,409020,-172193
2022-02-28,Pacific,669270,452113,-203213
2022-03-01,Pacific,676681,458648,-201670
2022-03-02,Pacific,674519,450050,-205008
2022-03-03,Pacific,679697,441383,-227561
2022-03-04,Pacific,677735,449351,-219414
2022-03-05,Pacific,632444,438016,-183971
2022-03-06,Pacific,603174,441910,-142124
2022-03-07,Pacific,665960,485169,-167227
2022-03-08,Pacific,663742,485457,-162120
2022-03-09,Pacific,659401,505105,-140792
2022-03-10,Pacific,660976,496089,-152916
2022-03-11,Pacific,659030,469866,-172908
2022-03-12,Pacific,606641,404951,-185006
2022-03-13,Pacific,558603,387571,-158912
2022-03-14,Pacific,660133,454930,-191653
2022-03-15,Pacific,680420,465478,-196453
2022-03-16,Pacific,672633,481489,-176415
2022-03-17,Pacific,678766,465580,-198574
2022-03-18,Pacific,666221,461394,-184564
2022-03-19,Pacific,625019,450391,-159180
2022-03-20,Pacific,583445,455419,-116555
2022-03-21,Pacific,652631,457842,-188500
2022-03-22,Pacific,683374,479662,-194854
2022-03-23,Pacific,701545,484832,-202238
2022-03-24,Pacific,703656,495007,-193689
2022-03-25,Pacific,687778,493357,-180383
2022-03-26,Pacific,618559,487111,-118682
2022-03-27,Pacific,592154,468389,-113476
2022-03-28,Pacific,671244,419250,-240084
2022-03-29,Pacific,656955,465254,-177981
2022-03-30,Pacific,656185,445953,-198069
2022-03-31,Pacific,655441,465371,-178330
2022-04-01,Pacific,652132,453098,-188219
2022-04-02,Pacific,613635,423004,-179770
2022-04-03,Pacific,586740,433712,-144034
2022-04-04,Pacific,650862,444483,-196032
2022-04-05,Pacific,673249,457186,-212610
2022-04-06,Pacific,721229,501362,-216996
2022-04-07,Pacific,767941,536874,-224756
2022-04-08,Pacific,795344,551212,-236766
2022-04-09,Pacific,662590,449460,-206130
2022-04-10,Pacific,595855,458985,-131950
2022-04-11,Pacific,661375,520419,-141467
2022-04-12,Pacific,649573,503273,-146145
2022-04-13,Pacific,654869,531619,-113764
2022-04-14,Pacific,665433,568442,-91118
2022-04-15,Pacific,634601,531433,-96553
2022-04-16,Pacific,595462,499611,-92265
2022-04-17,Pacific,553183,443568,-99564
2022-04-18,Pacific,651676,537953,-107044
2022-04-19,Pacific,662262,529431,-128720
2022-04-20,Pacific,662305,572867,-82427
2022-04-21,Pacific,662487,555801,-104915
2022-04-22,Pacific,640343,524065,-108332
2022-04-23,Pacific,588326,464212,-113811
2022-04-24,Pacific,583076,512660,-66736
2022-04-25,Pacific,683740,568420,-108157
2022-04-26,Pacific,686570,562016,-117295
2022-04-27,Pacific,670697,592600,-74345
2022-04-28,Pacific,662254,572190,-87364
2022-04-29,Pacific,656285,542372,-108669
2022-04-30,Pacific,618198,545309,-66718
2022-05-01,Pacific,584777,503899,-74861
2022-05-02,Pacific,663065,556680,-103582
2022-05-03,Pacific,672866,538164,-129121
2022-05-04,Pacific,699269,586674,-111597
2022-05-05,Pacific,706814,576404,-120049
2022-05-06,Pacific,703670,596311,-103794
2022-05-07,Pacific,628434,506862,-118396
2022-05-08,Pacific,579435,489149,-84666
2022-05-09,Pacific,648395,498213,-142125
2022-05-10,Pacific,654674,523251,-129692
2022-05-11,Pacific,649468,500983,-139760
2022-05-12,Pacific,667442,507858,-149775
2022-05-13,Pacific,701557,551429,-138669
2022-05-14,Pacific,706682,535516,-156390
2022-05-15,Pacific,675631,530123,-137630
2022-05-16,Pacific,710907,575617,-128339
2022-05-17,Pacific,715007,584321,-127389
2022-05-18,Pacific,750954,595054,-144848
2022-05-19,Pacific,758090,566892,-186130
2022-05-20,Pacific,707112,535486,-160125
2022-05-21,Pacific,655238,488800,-153335
2022-05-22,Pacific,644289,490295,-142113
2022-05-23,Pacific,740957,543004,-186682
2022-05-24,Pacific,791181,595565,-184370
2022-05-25,Pacific,836932,633575,-189919
2022-05-26,Pacific,772985,601564,-160409
2022-05-27,Pacific,728929,545449,-174942
2022-05-28,Pacific,653954,494533,-148481
2022-05-29,Pacific,614344,425816,-173072
2022-05-30,Pacific,640599,449898,-176019
2022-05-31,Pacific,716785,516877,-186994
2022-06-01,Pacific,778376,561618,-205040
2022-06-02,Pacific,783649,588189,-179067
2022-06-03,Pacific,759596,569352,-178552
2022-06-04,Pacific,697553,523616,-168038
2022-06-05,Pacific,692569,517535,-163556
2022-06-06,Pacific,779230,587424,-182695
2022-06-07,Pacific,806882,618535,-180635
2022-06-08,Pacific,829708,645579,-177954
2022-06-09,Pacific,863564,667728,-193308
2022-06-10,Pacific,928088,747482,-176930
2022-06-11,Pacific,863634,686778,-170949
2022-06-12,Pacific,775188,604022,-163320
2022-06-13,Pacific,776896,589052,-179544
2022-06-14,Pacific,802457,584900,-203202
2022-06-15,Pacific,842872,621865,-212524
2022-06-16,Pacific,824201,597395,-217894
2022-06-17,Pacific,754630,542253,-204201
2022-06-18,Pacific,670552,492805,-167656
2022-06-19,Pacific,660671,464908,-180942
2022-06-20,Pacific,816280,578087,-232058
2022-06-21,Pacific,905793,663169,-232454
2022-06-22,Pacific,914792,680506,-221366
2022-06-23,Pacific,945361,715918,-219960
